,url,headline,is_paid,date_published,channel,original_headline,newspaper,corona_score,vaccine
1466,https://www.spiegel.de/wirtschaft/twitter-inc-jack-dorsey-macht-die-plattform-zur-geldmaschine-a-4f85bf54-a329-43bf-bbec-0a0c1c5957ac,werbung abo newsletter twitter geldmaschine,False,2021-04-07,Wirtschaft,Werbung Abo Newsletter Wie Twitter zur Geldmaschine werden soll,Der Spiegel,0.6,n/a
1467,https://www.spiegel.de/politik/deutschland/coronavirus-soeder-will-keine-lockerungen-kein-unverantwortliches-gequatsche-a-8ee3fa05-f805-4ca4-b19b-80aea2c026a4,markus söder lockerungen unverantwortlich gequatsche,False,2021-04-07,Politik,Markus Söder Keine Lockerungen kein unverantwortliches Gequatsche,Der Spiegel,0.6,n/a
1470,https://www.spiegel.de/wirtschaft/soziales/g20-stunden-entwicklungslaendern-noch-laenger-die-schulden-a-5a70f657-f072-4892-ad01-50d3204fbc28,coronavirus g20 stunden entwicklungsländern lang schulden,False,2021-04-07,Wirtschaft,Coronavirus G20 stunden Entwicklungsländern noch länger die Schulden,Der Spiegel,1.0,n/a
1471,https://www.spiegel.de/wirtschaft/soziales/eu-zahlt-daenemark-milliardenhilfe-wegen-getoeteter-nerze-a-f144e4ea-7fe1-4641-94cc-401630bb1efe,coronavirus eu zahlen dänemark milliardenhilfe wegen getötet nerze,False,2021-04-07,Wirtschaft,Coronavirus EU zahlt Dänemark Milliardenhilfe wegen getöteter Nerze,Der Spiegel,1.0,n/a
1475,https://www.spiegel.de/politik/deutschland/impfvordraengler-halles-oberbuergermeister-bernd-wiegand-suspendiert-a-bdd98c13-6c4c-4454-b3d6-7385d28c89be,impfvordrängler stadtrat verbieten oberbürgermeister halle führung dienstgeschäfte,False,2021-04-07,Politik,Impfvordrängler Stadtrat verbietet Oberbürgermeister von Halle die Führung der Dienstgeschäfte,Der Spiegel,0.5714285714285714,n/a
1477,https://www.spiegel.de/politik/ausland/tuerkei-gericht-verurteilt-putschisten-zu-lebenslanger-haft-a-44a579b8-e1b0-4320-9e07-2d4c5faf3f35,umsturzversuch türkei gericht verurteilen putschisten lebenslang haft,False,2021-04-07,Politik,Umsturzversuch in der Türkei Gericht verurteilt Putschisten zu lebenslanger Haft,Der Spiegel,0.5714285714285714,n/a
1478,https://www.spiegel.de/panorama/gesellschaft/saarland-corona-lockerungen-buergermeister-peter-lehnert-hofft-und-bangt-a-70a60c9e-7723-4793-9dad-e050ac82200b,bürgermeister lockerungen saarland ehrlich sagen groß angst klappen,False,2021-04-07,Panorama,Bürgermeister über Lockerungen im Saarland Ehrlich gesagt habe ich große Angst dass es nicht klappt,Der Spiegel,0.875,n/a
1479,https://www.spiegel.de/politik/deutschland/news-des-tages-ema-empfiehlt-weiterhin-astrazeneca-kanzlerkandidatur-der-gruenen-facebook-datenleak-a-19bb7b23-9fce-43e2-87c5-dfed749519e9,lage abend astra durcheinander,False,2021-04-07,Politik,Die Lage am Abend Das Astra Durcheinander,Der Spiegel,0.75,n/a
1480,https://www.spiegel.de/politik/deutschland/thueringens-cdu-verschiebt-entscheidung-ueber-nominierung-von-maassen-a-24834826-fd6c-4e5d-9843-3725dfb12e02,kandidatur bundestag thüringens cdu verschieben entscheidung nominierung maaßen,False,2021-04-07,Politik,Kandidatur für Bundestag Thüringens CDU verschiebt Entscheidung über Nominierung von Maaßen,Der Spiegel,0.625,n/a
1483,https://www.spiegel.de/wissenschaft/archaeologie-als-moderne-menschen-und-neandertaler-nachbarn-waren-a-617f8661-ad9d-489f-85ae-71261bb2b296,ausbruch supervulkan süditalien ende erst europäer,False,2021-04-07,Wissenschaft,Ausbruch von Supervulkan in Süditalien Das Ende der ersten Europäer,Der Spiegel,0.6666666666666666,n/a
1485,https://www.spiegel.de/politik/deutschland/maut-opposition-setzt-sondersitzung-wegen-andreas-scheuer-durch-a-8231f8ac-dab5-4960-9ef0-0172a95ba6fa,mautausschuss opposition setzen sondersitzung wegen scheuer,False,2021-04-07,Politik,Mautausschuss Opposition setzt Sondersitzung wegen Scheuer durch,Der Spiegel,0.6666666666666666,n/a
1486,https://www.spiegel.de/gesundheit/corona-statistik-alkohol-und-tabakkonsum-bei-jungen-menschen-gestiegen-a-a94d6c89-e87c-4c9b-8f29-7afb5db858b6,coronastatistik junge menschen trinken rauchen mehr,False,2021-04-07,Gesundheit,Coronastatistik Junge Menschen trinken und rauchen mehr,Der Spiegel,0.6666666666666666,n/a
1487,https://www.spiegel.de/netzwelt/netzpolitik/armin-laschet-darum-fuehlt-sich-sascha-lobo-vom-cdu-chef-fuer-dumm-verkauft-a-c73f8474-a96b-41f2-a767-e4c9fbd08a61,offen brief herr laschet restvertrauen politisch fähigkeiten verlieren,False,2021-04-07,Netzwelt,Offener Brief Herr Laschet ich habe das Restvertrauen in Ihre politischen Fähigkeiten verloren,Der Spiegel,0.75,n/a
1489,https://www.spiegel.de/politik/ausland/coronavirus-impfkampagne-in-den-usa-geht-schnell-voran-a-824905ee-5db8-425c-a458-e53b07fb905b,turbokampagne impfangebot erwachsen us bürger 19 april,False,2021-04-07,Politik,Turbokampagne Ein Impfangebot für jeden erwachsenen US Bürger   bis zum 19 April,Der Spiegel,0.7142857142857143,n/a
1490,https://www.spiegel.de/wissenschaft/natur/myon-g-2-experiment-neue-erkenntnisse-in-der-teilchenphysik-a-f1d11ab8-a63e-4571-83c6-c148704ae079,neue erkenntnisse teilchenphysik kundschafter unbekannt,False,2021-04-07,Wissenschaft,Neue Erkenntnisse in der Teilchenphysik Kundschafter ins Unbekannte,Der Spiegel,0.6,n/a
1491,https://www.spiegel.de/panorama/gesellschaft/antisemitismus-waehrend-corona-studie-berichtet-von-weniger-physischer-gewalt-und-mehr-online-hass-a-aaf8f304-b7c2-4469-a775-4519288a54bc,studie antisemitismus wenig physische gewalt mehr onlinehass,False,2021-04-07,Panorama,Studie zu Antisemitismus Weniger physische Gewalt mehr Onlinehass,Der Spiegel,0.7142857142857143,n/a
1492,https://www.spiegel.de/panorama/justiz/new-york-polizist-soll-gelogen-haben-90-verurteilungen-koennten-aufgehoben-werden-a-3d5c2607-b9af-49d8-b57f-da6ef96bdc9f,polizist aussagen lügen new yorker staatsanwaltschaft 90 verurteilungen aufheben,False,2021-04-07,Panorama,Polizist hat bei Aussagen gelogen New Yorker Staatsanwaltschaft will 90 Verurteilungen aufheben,Der Spiegel,0.8888888888888888,n/a
1494,https://www.spiegel.de/netzwelt/web/facebook-versucht-ein-riesiges-datenleak-kleinzureden-530-millionen-betroffene-a-47959c32-4a9f-4719-9050-d26ed154cb8f,530 millionen betroffen facebook versuchen riesig datenleak kleinzureden,False,2021-04-07,Netzwelt,530 Millionen Betroffene Facebook versucht ein riesiges Datenleak kleinzureden,Der Spiegel,0.625,n/a
1495,https://www.spiegel.de/politik/ausland/alexej-nawalny-bundesregierung-fordert-seine-freilassung-a-62620729-2ba2-4bc2-a78e-3c04e8eb4711,krank kremlkritiker bundesregierung fordern freilassung nawalny,False,2021-04-07,Politik,Kranker Kremlkritiker Bundesregierung fordert Freilassung von Nawalny,Der Spiegel,0.6666666666666666,n/a
1496,https://www.spiegel.de/politik/deutschland/kandidatenrenen-in-der-union-die-oeffentliche-demuetigung-des-armin-laschet-a-5743b03f-8eab-4ff4-8001-a7e85cce0c1f,lage superwahljahr 2021 öffentlich demütigung,False,2021-04-07,Politik,Die Lage Superwahljahr 2021 Die öffentliche Demütigung,Der Spiegel,0.6,n/a
1497,https://www.spiegel.de/wissenschaft/medizin/coronaimpfstoff-ema-empfiehlt-astrazeneca-weiterhin-uneingeschraenkt-a-2d9b9eae-becf-4115-8af2-77b7ebb4b708,coronaimpfstoff ema empfehlen astrazeneca weiterhin uneingeschränkt,False,2021-04-07,Wissenschaft,Coronaimpfstoff Ema empfiehlt AstraZeneca weiterhin uneingeschränkt,Der Spiegel,1.0,n/a
1498,https://www.spiegel.de/politik/ausland/chinas-staatschef-beklagt-sich-ueber-stoerungen-a-eb546ec5-50d8-4eb7-97d8-6b09c193c387,xi telefonieren merkel chinas staatschef beklagen störungen,False,2021-04-07,Politik,Xi telefoniert mit Merkel Chinas Staatschef beklagt sich über Störungen,Der Spiegel,1.0,n/a
1502,https://www.spiegel.de/wirtschaft/moderna-dementiert-angeblichen-lieferausfall-hunderttausender-dosen-impfstoff-a-d960f90c-934d-430b-9516-a8a7235dc878,hunderttausende dosen impfstoff moderna dementieren angeblich lieferausfall,False,2021-04-07,Wirtschaft,Hunderttausende Dosen Impfstoff Moderna dementiert angeblichen Lieferausfall,Der Spiegel,1.0,n/a
1505,https://www.spiegel.de/panorama/aprilwetter-wochenende-wird-waermer-und-sonniger-kommende-woche-wieder-kalt-a-0a443ec3-b9bd-4c22-9135-5a94cedcbcfb,vorhersagen fürs wochenende nasskaltes aprilwetter verabschieden paar tage,False,2021-04-07,Panorama,Vorhersage fürs Wochenende Nasskaltes Aprilwetter verabschiedet sich   für ein paar Tage,Der Spiegel,0.625,n/a
1506,https://www.spiegel.de/politik/deutschland/corona-politik-klaus-holetschek-die-leute-wollen-jetzt-klare-ansagen-a-fddb9f89-d06c-4a6d-9950-07e9bdec91ab,bayerns gesundheitsminister werkzeuge pandemiebekämpfung nutzen,False,2021-04-07,Politik,Bayerns Gesundheitsminister Alle Werkzeuge zur Pandemiebekämpfung sind da Man muss sie nun auch nutzen,Der Spiegel,0.8,n/a
1508,https://www.spiegel.de/politik/deutschland/corona-christine-lambrecht-will-mehr-freiheiten-fuer-covid-geimpfte-a-e2f75f20-cb5e-426c-881c-3e476d0701ec,rückhalt spahn vorstoß justizministerin lambrecht mehr freiheiten geimpft,False,2021-04-07,Politik,Rückhalt für Spahn Vorstoß Justizministerin Lambrecht will mehr Freiheiten für Geimpfte,Der Spiegel,1.0,n/a
1509,https://www.spiegel.de/politik/deutschland/markus-soeder-bayern-unterzeichnet-vorvertrag-fuer-sputnik-impfstoff-a-94b4786f-7061-4361-b125-22784e98c72d,ankündigung söders bayern unterzeichnen vorvertrag sputnik impfstoff,False,2021-04-07,Politik,Ankündigung Söders Bayern unterzeichnet Vorvertrag für Sputnik Impfstoff,Der Spiegel,0.7142857142857143,n/a
1510,https://www.spiegel.de/gesundheit/diagnose/psychische-folgen-von-corona-die-angst-nach-der-infektion-a-03d3da25-9a58-4a62-becf-e14f835b72e8,psychisch folgen corona angst infektion,False,2021-04-07,Gesundheit,Psychische Folgen von Corona Die Angst nach der Infektion,Der Spiegel,1.0,n/a
1513,https://www.spiegel.de/wirtschaft/unternehmen/wahl-auf-groenland-sieg-der-linken-bedroht-umstrittenes-minenprojekt-a-97f8d9fb-9448-4dc0-b2a0-5cb134bd0de0,wahlsieg link grönland grün land statt selten erden,False,2021-04-07,Wirtschaft,Wahlsieg der Linken auf Grönland Grünes Land statt seltener Erden,Der Spiegel,0.75,n/a
1515,https://www.spiegel.de/wirtschaft/soziales/oekonomen-fordern-mehr-zuwanderung-und-hoeheres-rentenalter-a-991f79fc-c024-43f2-a162-0387c533fc04,fachkräftemangel ökonomen fordern mehr zuwanderung hoch rentenalter,False,2021-04-07,Wirtschaft,Fachkräftemangel Ökonomen fordern mehr Zuwanderung und höheres Rentenalter,Der Spiegel,0.5714285714285714,n/a
1516,https://www.spiegel.de/politik/ausland/irans-praesident-hassan-rohani-hofft-auf-renaissance-des-atomabkommens-a-92b2ff15-ad48-4ac6-b7e5-d2cb12853332,us aussteigen international vertrag irans präsident hoffen renaissance atomabkommens,False,2021-04-07,Politik,Nach US Ausstieg aus internationalem Vertrag Irans Präsident hofft auf Renaissance des Atomabkommens,Der Spiegel,0.6666666666666666,n/a
1517,https://www.spiegel.de/politik/deutschland/coronavirus-das-sagt-markus-soeder-zur-impfstrategie-livestream-a-70c289f5-c246-44aa-a421-38ba79d3f749,pressekonferenz sagen markus söder impfstrategie bayern,False,2021-04-07,Politik,Pressekonferenz Das sagt Markus Söder zur Impfstrategie in Bayern,Der Spiegel,1.0,n/a
1518,https://www.spiegel.de/wirtschaft/service/urlaub-trotz-corona-die-deutschen-campen-mehr-a-86554ac7-27ea-4bb5-86ce-8ccca8b7543c,urlaub trotzen corona campingplätze sommer 2020 deutlich mehr gäste,False,2021-04-07,Wirtschaft,Urlaub trotz Corona Campingplätze hatten im Sommer 2020 deutlich mehr Gäste,Der Spiegel,1.0,n/a
1519,https://www.spiegel.de/panorama/bildung/corona-und-schulschliessungen-kinderaerzte-sprechen-von-wirklich-letzter-option-a-1368eafd-3101-45f9-ae10-96d8732f63a4,coronadebatte schulschließungen kinderärzte sprechen wirklich letzt option,False,2021-04-07,Panorama,Coronadebatte über Schulschließungen Kinderärzte sprechen von wirklich letzter Option,Der Spiegel,0.7142857142857143,n/a
1521,https://www.spiegel.de/politik/deutschland/coronavirus-angela-merkel-plaediert-fuer-kurzen-und-einheitlichen-lockdown-a-32d5583e-9354-44ba-aff0-5a7a6ae7ec57,eindämmung pandemie merkel plädieren kurz einheitlich lockdown,False,2021-04-07,Politik,Eindämmung der Pandemie Merkel plädiert für kurzen und einheitlichen Lockdown,Der Spiegel,1.0,n/a
1522,https://www.spiegel.de/wirtschaft/unternehmen/forbes-liste-donald-trump-stuerzt-im-milliardaers-ranking-ab-a-28f324c7-7625-40c4-afa0-6fd956073579,forbes liste donald trump stürzen milliardärs ranking ab,False,2021-04-07,Wirtschaft,Forbes Liste Donald Trump stürzt im Milliardärs Ranking ab,Der Spiegel,0.625,n/a
1524,https://www.spiegel.de/geschichte/der-verdraengte-deutsche-kolonialismus-podcast-a-988b828d-1246-4d4f-bfda-9a25a12af517,spiegel live gespräch verdrängen deutsch kolonialismus,False,2021-04-07,Geschichte,SPIEGEL Live   Das Gespräch Der verdrängte deutsche Kolonialismus,Der Spiegel,0.6666666666666666,n/a
1527,https://www.spiegel.de/politik/ausland/iran-explosion-auf-schiff-im-roten-meer-a-053c49f6-204b-46ea-a194-0dd48ab6f32e,zwischenfall dschibuti iran melden explosion schiff rot meer,False,2021-04-07,Politik,Zwischenfall vor Dschibuti Iran meldet Explosion auf Schiff im Roten Meer,Der Spiegel,0.75,n/a
1528,https://www.spiegel.de/politik/ausland/corona-in-den-usa-streit-um-impfpass-die-schein-freiheit-a-66a57643-62df-409c-9535-f51a8328df75,streit corona impfpass usa schein freiheit,False,2021-04-07,Politik,Streit um Corona Impfpass in den USA Die Schein Freiheit,Der Spiegel,1.0,n/a
1531,https://www.spiegel.de/auto/verkehrstote-in-deutschland-rueckgang-bei-zweiradfahrern-am-geringsten-a-892ff17f-7998-4104-a260-58e8cb1d65e1,verkehrssicherheit immer wenig tot straßenverkehr rückgang zweiradfahrern gering,False,2021-04-07,Mobilität,Verkehrssicherheit Immer weniger Tote im Straßenverkehr   Rückgang bei Zweiradfahrern am geringsten,Der Spiegel,0.625,n/a
1535,https://www.spiegel.de/wirtschaft/soziales/corona-schulden-staat-verzeichnet-hoechstes-finanzierungsdefizit-seit-der-wiedervereinigung-a-8f0d6f9c-bdaa-46ad-8382-9fedcd341edf,coronaschulden staat verzeichnen hoch finanzierungsdefizit seit wiedervereinigung,False,2021-04-07,Wirtschaft,Coronaschulden Staat verzeichnet höchstes Finanzierungsdefizit seit der Wiedervereinigung,Der Spiegel,0.5714285714285714,n/a
1536,https://www.spiegel.de/politik/deutschland/bundestagswahl-gruenen-vorstand-will-am-19-april-vorschlag-fuer-kanzlerkandidatur-machen-a-624964fd-e1eb-451b-a29e-a98ed914f8e6,baerbock habeck grünenvorstand 19 april vorschlag kanzlerkandidatur,False,2021-04-07,Politik,Baerbock oder Habeck Grünenvorstand will am 19 April Vorschlag für Kanzlerkandidatur machen,Der Spiegel,0.8571428571428571,n/a
1538,https://www.spiegel.de/politik/deutschland/cdu-wirtschaftsrat-distanziert-sich-von-armin-laschets-lockdown-forderungen-a-c465340a-bdca-4070-a089-8861e148bfcd,kritik corona vorstoß cdu wirtschaftsrat distanzieren laschets lockdown forderungen,False,2021-04-07,Politik,Kritik an Corona Vorstoß CDU Wirtschaftsrat distanziert sich von Laschets Lockdown Forderungen,Der Spiegel,1.0,n/a
1539,https://www.spiegel.de/politik/deutschland/bundestagswahl-ralph-brinkhaus-fordert-rasche-entscheidung-der-k-frage-a-61c89a24-7e2e-40e3-9dcf-bf56c3621254,union brinkhaus verlangen rasch entscheidung k fragen,False,2021-04-07,Politik,Union Brinkhaus verlangt rasche Entscheidung der K Frage,Der Spiegel,0.8571428571428571,n/a
1542,https://www.spiegel.de/wirtschaft/unternehmen/corona-einreisebeschraenkungen-in-china-vdma-klagt-ueber-quarantaenehotel-ohne-fenster-a-2262d1b7-d710-4c21-8bc8-e3b690f805a2,corona einreisebeschränkungen maschinenbauer klagen quarantänehotel fenster china,False,2021-04-07,Wirtschaft,Corona Einreisebeschränkungen Maschinenbauer klagen über Quarantänehotel ohne Fenster in China,Der Spiegel,1.0,n/a
1543,https://www.spiegel.de/kultur/festivals-2021-diese-musik-veranstaltungen-sollen-trotz-corona-stattfinden-a-826d1f78-af78-4dbf-9138-1b23338e1470,dockville wacken festivals sollen trotzen corona stattfinden,False,2021-04-07,Kultur,Von Dockville bis Wacken Diese Festivals sollen trotz Corona stattfinden,Der Spiegel,1.0,n/a
1544,https://www.spiegel.de/wirtschaft/unternehmen/amazon-jeff-bezos-ist-fuer-hoehere-unternehmenssteuern-a-40fe60bf-05eb-472f-89b3-0fe7481c97f8,jeff bezos amazon chef sprechen hoch unternehmenssteuern,False,2021-04-07,Wirtschaft,Jeff Bezos Amazon Chef spricht sich für höhere Unternehmenssteuern aus,Der Spiegel,0.5714285714285714,n/a
1547,https://www.spiegel.de/wirtschaft/corona-arbeitsschutz-und-homeoffice-meine-gesundheit-zaehlt-nicht-a-7e0f608b-f821-4274-8c65-8939f9281789,beschäftigen corona arbeitsschutz gesundheit zählen,False,2021-04-07,Wirtschaft,Beschäftigte und Corona Arbeitsschutz Meine Gesundheit zählt nicht,Der Spiegel,1.0,n/a
1549,https://www.spiegel.de/wissenschaft/medizin/corona-news-am-mittwoch-die-wichtigsten-entwicklungen-zu-sars-cov-2-und-covid-19-a-0bc31b33-967f-4ebf-adee-fb34013ea8e6,corona news mittwoch mehr machen bund union offenbaren infektionsschutzgesetz ändern,False,2021-04-07,Wissenschaft,Corona News am Mittwoch Mehr Macht für den Bund   Union will offenbar Infektionsschutzgesetz ändern,Der Spiegel,1.0,n/a
1554,https://www.spiegel.de/wirtschaft/eu-haushalt-bruessels-unrealistische-steuerplaene-a-f4432bf3-e417-44ba-b720-66a285c87a82,streit eu haushalt brüsseler steuermärchen,False,2021-04-07,Wirtschaft,Streit über den EU Haushalt Das Brüsseler Steuermärchen,Der Spiegel,0.6,n/a
1555,https://www.spiegel.de/psychologie/kinder-in-der-corona-krise-viele-sind-selbststaendiger-geworden-a-b6abf3be-0002-0001-0000-000176983015,kinder coronakrise viel selbstständiger werden,False,2021-04-07,Psychologie,Kinder in der Coronakrise Viele sind selbstständiger geworden,Der Spiegel,0.8,n/a
1564,https://www.spiegel.de/politik/ausland/usa-behandlungsverbot-von-transjugendlichen-in-arkansas-beschlossen-a-de5c4a4f-9e0b-4e28-be3e-f9f45b012f98,us bundesstaat arkansas führen anti transgender gesetz,False,2021-04-07,Politik,US Bundesstaat Arkansas führt Anti Transgender Gesetz ein,Der Spiegel,0.5714285714285714,n/a
1566,https://www.spiegel.de/politik/ausland/eu-spitze-in-der-tuerkei-kritik-wegen-sitzordnung-bei-recep-tayyip-erdogan-ursula-von-der-leyen-muss-aufs-sofa-a-fbfb7e33-3a69-4c40-a9c7-6a17f0675a83,eu spitz ankara sitzordnung erdoğan sorgen kritik leyen aufs sofa,False,2021-04-07,Politik,EU Spitze in Ankara Sitzordnung bei Erdoğan sorgt für Kritik   von der Leyen muss aufs Sofa,Der Spiegel,0.6,n/a
1567,https://www.spiegel.de/wirtschaft/unternehmen/airbus-liefert-wieder-mehr-verkehrsflugzeuge-aus-a-80a88a7d-1b23-4218-a84b-a501a0a842e3,luftfahrtkonzern airbus liefern mehr verkehrsflugzeuge,False,2021-04-08,Wirtschaft,Luftfahrtkonzern Airbus liefert wieder mehr Verkehrsflugzeuge aus,Der Spiegel,0.6,n/a
1568,https://www.spiegel.de/panorama/leute/fussballstar-antoine-griezmann-drei-kinder-dreimal-der-8-april-als-geburtstag-a-93c2d17b-9901-4683-8a1d-16017c4105ed,fußballstar griezmann drei kinder drei verschieden jahre dreimal 8 april,False,2021-04-08,Panorama,Fußballstar Griezmann Drei Kinder drei verschiedene Jahre dreimal der 8 April,Der Spiegel,0.7,n/a
1573,https://www.spiegel.de/panorama/bildung/ecole-nationale-d-administration-emmanuel-macron-loest-franzoesische-elitehochschule-ena-auf-a-20d26af4-40ff-4d44-9363-5200318f3192,école national dadministration macron lösen französische elitehochschule,False,2021-04-08,Panorama,École Nationale dAdministration Macron löst französische Elitehochschule auf,Der Spiegel,0.5714285714285714,n/a
1574,https://www.spiegel.de/wirtschaft/coronavirus-viele-firmen-bieten-noch-keine-mitarbeiter-schnellstests-an-a-2af5e8c9-7ec7-438c-8287-816314378efb,umfrage bundesregierung wenig firmen bieten mitarbeitern schnelltests,False,2021-04-08,Wirtschaft,Umfrage der Bundesregierung Zu wenige Firmen bieten Mitarbeitern Schnelltests an,Der Spiegel,1.0,n/a
